,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
10141,5547,Evelyn Ashford (-Washington),F,27.0,165.0,52.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Gold
10142,5547,Evelyn Ashford (-Washington),F,27.0,165.0,52.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
2838,1574,Kosei Akaishi,M,19.0,172.0,74.0,Japan,JPN,1984 Summer,1984.0,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
9318,5129,Mihaela Armescu,F,20.0,180.0,74.0,Romania,ROU,1984 Summer,1984.0,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
2988,1665,Naeem Akhtar,M,23.0,173.0,65.0,Pakistan,PAK,1984 Summer,1984.0,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
9321,5130,Barbara Armbrust,F,20.0,180.0,79.0,Canada,CAN,1984 Summer,1984.0,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
11955,6513,Michael Richardson Bach,M,24.0,193.0,89.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Silver
9374,5149,"Raymond Richard ""Ray"" Armstead",M,24.0,187.0,76.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
3437,1949,Abdul Rashid Al-Hasan,M,25.0,170.0,63.0,Pakistan,PAK,1984 Summer,1984.0,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
9390,5156,"Debra Rae ""Debbie"" Armstrong",F,20.0,165.0,62.0,United States,USA,1984 Winter,1984.0,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
4007,2311,Reinhard Alber,M,20.0,184.0,75.0,West Germany,FRG,1984 Summer,1984.0,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
12223,6643,"Antnio Carlos ""Badalhoca"" Gueiros Ribeiro",M,26.0,193.0,84.0,Brazil,BRA,1984 Summer,1984.0,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Silver
4916,2800,Alister Millar Allan,M,40.0,162.0,68.0,Great Britain,GBR,1984 Summer,1984.0,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
4910,2798,Peter Frank Allam,M,25.0,193.0,93.0,Great Britain,GBR,1984 Summer,1984.0,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
4366,2487,Vladimir Petrovich Aleksandrov,M,26.0,178.0,89.0,Soviet Union-2,URS,1984 Winter,1984.0,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Bronze
9463,5192,Zlatan Arnautovi,M,27.0,194.0,93.0,Yugoslavia,YUG,1984 Summer,1984.0,Summer,Los Angeles,Handball,Handball Men's Handball,Gold
4725,2694,Nasir Ali,M,25.0,176.0,69.0,Pakistan,PAK,1984 Summer,1984.0,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
4555,2589,Marc Robert Alexandre,M,24.0,170.0,73.0,France,FRA,1984 Summer,1984.0,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,Bronze
4623,2636,"Stephen Todd ""Steve"" Alford",M,19.0,185.0,74.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Gold
2005,1109,Lavinia Agache (-Carney),F,16.0,148.0,40.0,Romania,ROU,1984 Summer,1984.0,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
10979,5994,Berit Kristine Aunli-Kvello,F,27.0,170.0,56.0,Norway,NOR,1984 Winter,1984.0,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
8940,4909,Fernando Arcega Aperte,M,23.0,204.0,96.0,Spain,ESP,1984 Summer,1984.0,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
1173,654,Daniel Aceves Villagrn,M,19.0,158.0,52.0,Mexico,MEX,1984 Summer,1984.0,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
8879,4876,Rodica Arba-Pucatu,F,22.0,179.0,75.0,Romania,ROU,1984 Summer,1984.0,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Gold
6582,3681,"Elizabeth Rambo ""Beth"" Anders",F,32.0,174.0,73.0,United States,USA,1984 Summer,1984.0,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze
1192,670,Alfred Achermann,M,24.0,176.0,75.0,Switzerland,SUI,1984 Summer,1984.0,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
1733,966,Daniel Adler,M,26.0,180.0,72.0,Brazil,BRA,1984 Summer,1984.0,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
6872,3859,John Scott Anderson,M,30.0,187.0,72.0,Australia,AUS,1984 Summer,1984.0,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze
6757,3788,Grete Andersen-Waitz,F,30.0,172.0,53.0,Norway,NOR,1984 Summer,1984.0,Summer,Los Angeles,Athletics,Athletics Women's Marathon,Silver
1491,830,Adrian Neil Adams,M,25.0,178.0,78.0,Great Britain,GBR,1984 Summer,1984.0,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver
6518,3652,Svetlana Anastasovski-Obuina,F,23.0,176.0,65.0,Yugoslavia,YUG,1984 Summer,1984.0,Summer,Los Angeles,Handball,Handball Women's Handball,Gold
11690,6381,Ba Yan,F,21.0,183.0,78.0,China,CHN,1984 Summer,1984.0,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Bronze
1651,918,Ademir Roque Kaefer,M,24.0,179.0,74.0,Brazil,BRA,1984 Summer,1984.0,Summer,Los Angeles,Football,Football Men's Football,Silver
3106,1734,Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
188,85,Alejandro Abascal Garca,M,28.0,181.0,82.0,Spain,ESP,1980 Summer,1980.0,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
11576,6306,Isaac Azcuy Oliva,M,27.0,178.0,80.0,Cuba,CUB,1980 Summer,1980.0,Summer,Moskva,Judo,Judo Men's Middleweight,Silver
7932,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
10969,5993,Ove Robert Aunli,M,23.0,183.0,75.0,Norway,NOR,1980 Winter,1980.0,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
10850,5930,Ingrid Auerswald-Lange (Brestrich-),F,22.0,168.0,58.0,East Germany,GDR,1980 Summer,1980.0,Summer,Moskva,Athletics,Athletics Women's 100 metres,Bronze
10300,5637,Viktor Karpovich Asmayev,M,32.0,172.0,71.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
3013,1678,Vladimir Ivanovich Akimov,M,27.0,184.0,80.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
1105,618,Aleksandr Veniaminovich Abushakhmetov,M,25.0,189.0,81.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Bronze
3126,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
10967,5993,Ove Robert Aunli,M,23.0,183.0,75.0,Norway,NOR,1980 Winter,1980.0,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
6748,3782,Terje Andersen,M,27.0,180.0,75.0,Norway,NOR,1980 Winter,1980.0,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
12019,6546,"Ulrich ""Ueli"" Bchli",M,30.0,184.0,90.0,Switzerland-1,SUI,1980 Winter,1980.0,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Silver
8546,4700,Angelica Aposteanu (Chertic-),F,25.0,175.0,67.0,Romania,ROU,1980 Summer,1980.0,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
7462,4173,Sergey Vasilyevich Andreyev,M,24.0,173.0,70.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Football,Football Men's Football,Bronze
892,509,Gary Abraham,M,21.0,175.0,64.0,Great Britain,GBR,1980 Summer,1980.0,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
7529,4198,Nikolay Yefimovich Andrianov,M,27.0,166.0,60.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Gold
7528,4198,Nikolay Yefimovich Andrianov,M,27.0,166.0,60.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Silver
7527,4198,Nikolay Yefimovich Andrianov,M,27.0,166.0,60.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
7526,4198,Nikolay Yefimovich Andrianov,M,27.0,166.0,60.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Silver
1106,619,Magomedgasan Mingazhutdinovich Abushev,M,20.0,170.0,62.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
4380,2495,Larisa Aleksandrova-Popova,F,23.0,180.0,83.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Rowing,Rowing Women's Double Sculls,Gold
4788,2737,Vladimir Aleksandrovich Alikin,M,22.0,,,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
4790,2737,Vladimir Aleksandrovich Alikin,M,22.0,,,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
4360,2483,Rumen Aleksandrov,M,20.0,176.0,89.0,Bulgaria,BUL,1980 Summer,1980.0,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
4228,2420,Andrs Aldama Cabrera,M,24.0,183.0,63.0,Cuba,CUB,1980 Summer,1980.0,Summer,Moskva,Boxing,Boxing Men's Welterweight,Gold
4130,2378,Sylvia Albrecht (-Heckendorf),F,17.0,165.0,57.0,East Germany,GDR,1980 Winter,1980.0,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
12557,6839,Jrgen Bhringer,M,29.0,189.0,93.0,East Germany,GDR,1980 Summer,1980.0,Summer,Moskva,Football,Football Men's Football,Silver
12211,6638,Pter Baczak,M,28.0,171.0,84.0,Hungary,HUN,1980 Summer,1980.0,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
7495,4187,Yelena Valentinovna Andreyuk (-Chesnokova),F,21.0,180.0,85.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
2968,1654,Leyla Begnyazovna Akhmerova,F,23.0,160.0,52.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
1325,745,Kazimierz Piotr Adach,M,23.0,162.0,60.0,Poland,POL,1980 Summer,1980.0,Summer,Moskva,Boxing,Boxing Men's Lightweight,Bronze
10978,5994,Berit Kristine Aunli-Kvello,F,23.0,170.0,56.0,Norway,NOR,1980 Winter,1980.0,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
2929,1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18.0,181.0,80.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
9915,5426,Pr Johan Arvidsson,M,20.0,183.0,74.0,Sweden,SWE,1980 Summer,1980.0,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,Gold
8177,4512,Michael Anthony Parris,M,22.0,173.0,54.0,Guyana,GUY,1980 Summer,1980.0,Summer,Moskva,Boxing,Boxing Men's Bantamweight,Bronze
10851,5930,Ingrid Auerswald-Lange (Brestrich-),F,22.0,168.0,58.0,East Germany,GDR,1980 Summer,1980.0,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
7174,4007,Soslan Petrovich Andiyev,M,28.0,194.0,125.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
7778,4321,Peter Angerer,M,20.0,178.0,73.0,West Germany,FRG,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
7167,4005,Carola Anding (-Jacob),F,19.0,168.0,53.0,East Germany,GDR,1980 Winter,1980.0,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
8913,4892,Jaime Arbs Serra,M,28.0,170.0,64.0,Spain,ESP,1980 Summer,1980.0,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
4569,2597,Constantin Alexandru,M,26.0,157.0,52.0,Romania,ROU,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
12348,6708,Svetlana Mikhaylovna Badulina (-Safronova),F,19.0,,,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
8917,4893,Juan Arbs Perarnau,M,27.0,170.0,72.0,Spain,ESP,1980 Summer,1980.0,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
2391,1336,Mats Bertil hlberg,M,32.0,179.0,78.0,Sweden,SWE,1980 Winter,1980.0,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2256,1249,Jos Aguilar Pulsn,M,20.0,173.0,64.0,Cuba,CUB,1980 Summer,1980.0,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
7135,3989,Carl Sture Mikael Andersson,M,30.0,173.0,77.0,Sweden,SWE,1980 Winter,1980.0,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
6517,3652,Svetlana Anastasovski-Obuina,F,19.0,176.0,65.0,Yugoslavia,YUG,1980 Summer,1980.0,Summer,Moskva,Handball,Handball Women's Handball,Silver
6476,3632,Borislav Ananiev,M,24.0,185.0,80.0,Bulgaria,BUL,1980 Summer,1980.0,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
4584,2607,Vladimir Petrovich Aleynik,M,27.0,184.0,74.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Diving,Diving Men's Platform,Silver
8042,4450,Aleksandre Anp'ilogovi,M,26.0,203.0,96.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Handball,Handball Men's Handball,Silver
8878,4876,Rodica Arba-Pucatu,F,18.0,179.0,75.0,Romania,ROU,1980 Summer,1980.0,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
8850,4858,Magomedkhan Suleymanovich Aratsilov,M,29.0,180.0,82.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
1043,582,Saypulla Atavovich Absaidov,M,22.0,168.0,68.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
1490,830,Adrian Neil Adams,M,21.0,178.0,78.0,Great Britain,GBR,1980 Summer,1980.0,Summer,Moskva,Judo,Judo Men's Lightweight,Silver
9285,5106,Vasyl Albertovych Arkhypenko,M,23.0,178.0,65.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Silver
7324,4100,Vasile Andrei,M,24.0,190.0,101.0,Romania,ROU,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
7735,4305,Yordan Angelov,M,26.0,196.0,86.0,Bulgaria,BUL,1980 Summer,1980.0,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver
771,443,Ismail Abilov (-Nizamolu),M,29.0,172.0,82.0,Bulgaria,BUL,1980 Summer,1980.0,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
5760,3245,Anatoly Nikolayevich Alyabyev,M,28.0,,,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
5761,3245,Anatoly Nikolayevich Alyabyev,M,28.0,,,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 20 kilometres,Gold
5762,3245,Anatoly Nikolayevich Alyabyev,M,28.0,,,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
5769,3248,Nikolay Aleksandrovich Alyokhin,M,25.0,,,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
5852,3295,Ingrda Amantova,F,19.0,170.0,69.0,Soviet Union,URS,1980 Winter,1980.0,Winter,Lake Placid,Luge,Luge Women's Singles,Bronze
5906,3322,Juan Amat Fontanals,M,34.0,193.0,80.0,Spain,ESP,1980 Summer,1980.0,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
11632,6338,Minneula Zinyatovich Azizov,M,29.0,171.0,73.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Hockey,Hockey Men's Hockey,Bronze
11553,6301,Eduard Azaryan,M,22.0,175.0,68.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
7531,4198,Nikolay Yefimovich Andrianov,M,27.0,166.0,60.0,Soviet Union,URS,1980 Summer,1980.0,Summer,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
7950,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976.0,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
7734,4304,Stefan Georgiev Angelov,M,29.0,152.0,48.0,Bulgaria,BUL,1976 Summer,1976.0,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
7930,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,167.0,52.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
7927,4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26.0,172.0,65.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Silver
8041,4450,Aleksandre Anp'ilogovi,M,22.0,203.0,96.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Handball,Handball Men's Handball,Gold
7868,4359,va Angyal,F,21.0,163.0,63.0,Hungary,HUN,1976 Summer,1976.0,Summer,Montreal,Handball,Handball Women's Handball,Bronze
7948,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976.0,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Gold
6266,3514,Zinaida Stepanovna Amosova (Shishkina-),F,26.0,163.0,,Soviet Union,URS,1976 Winter,1976.0,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
7525,4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
4011,2313,Alberto Alberani Samaritani,M,29.0,192.0,82.0,Italy,ITA,1976 Summer,1976.0,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
11958,6516,Thomas Bach,M,22.0,171.0,65.0,West Germany,FRG,1976 Summer,1976.0,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Gold
11991,6536,Jochen Bachfeld,M,23.0,172.0,54.0,East Germany,GDR,1976 Summer,1976.0,Summer,Montreal,Boxing,Boxing Men's Welterweight,Gold
12018,6546,"Ulrich ""Ueli"" Bchli",M,26.0,184.0,90.0,Switzerland-2,SUI,1976 Winter,1976.0,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Silver
7524,4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Gold
9494,5206,Raul Arnemann,M,23.0,186.0,82.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Bronze
4600,2619,Lidiya Nikolayevna Alfeyeva,F,30.0,170.0,62.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Athletics,Athletics Women's Long Jump,Bronze
4583,2607,Vladimir Petrovich Aleynik,M,23.0,184.0,74.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Diving,Diving Men's Platform,Bronze
10939,5977,Klaus Auhuber,M,24.0,186.0,88.0,West Germany,FRG,1976 Winter,1976.0,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
4405,2511,Vasily Ivanovich Alekseyev,M,34.0,185.0,160.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
4379,2495,Larisa Aleksandrova-Popova,F,19.0,180.0,83.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
4334,2473,Boris Viktorovich Aleksandrov,M,20.0,168.0,69.0,Soviet Union,URS,1976 Winter,1976.0,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
4227,2420,Andrs Aldama Cabrera,M,20.0,183.0,63.0,Cuba,CUB,1976 Summer,1976.0,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Silver
4151,2381,John Robert Albrechtson,M,39.0,181.0,67.0,Sweden,SWE,1976 Summer,1976.0,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Gold
12210,6638,Pter Baczak,M,24.0,171.0,84.0,Hungary,HUN,1976 Summer,1976.0,Summer,Montreal,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
3144,1758,Vladyslav Ivanovych Akymenko,M,23.0,192.0,88.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
11873,6467,Sergey Panteleymonovich Babinov,M,20.0,181.0,83.0,Soviet Union,URS,1976 Winter,1976.0,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
3104,1734,Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
3101,1732,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,165.0,58.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
10906,5956,Josef Augusta,M,29.0,179.0,86.0,Czechoslovakia,TCH,1976 Winter,1976.0,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
9952,5441,Vladimir Ivanovich Arzamaskov,M,25.0,190.0,87.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Basketball,Basketball Men's Basketball,Bronze
2577,1443,Brigitte Ahrenholz,F,23.0,178.0,85.0,East Germany,GDR,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
10058,5496,Hans-Georg Aschenbach,M,24.0,175.0,69.0,East Germany,GDR,1976 Winter,1976.0,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
10104,5521,Mudassar Asghar Saeed,M,28.0,176.0,74.0,Pakistan,PAK,1976 Summer,1976.0,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
12333,6693,Gabriele Badorek (Soltau-),F,23.0,180.0,75.0,East Germany,GDR,1976 Summer,1976.0,Summer,Montreal,Handball,Handball Women's Handball,Silver
12397,6734,Baek Myeong-Seon,F,20.0,173.0,64.0,South Korea,KOR,1976 Summer,1976.0,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
1976,1094,Felicia Afrsiloaie (-Jitianu),F,22.0,178.0,70.0,Romania,ROU,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
1352,766,Ji Adam,M,25.0,187.0,83.0,Czechoslovakia,TCH,1976 Summer,1976.0,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
1238,698,Paul Douglas Ackerley,M,27.0,179.0,68.0,New Zealand,NZL,1976 Summer,1976.0,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold
10430,5703,Vladimir Aleksandrovich Astapovsky,M,30.0,186.0,82.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Football,Football Men's Football,Bronze
12718,6923,"Christopher Latham ""Chris"" Baillieu",M,26.0,190.0,85.0,Great Britain,GBR,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Men's Double Sculls,Silver
11887,6476,Jochen Babock,M,22.0,182.0,91.0,East Germany-1,GDR,1976 Winter,1976.0,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Gold
9432,5173,"Michel Taylor ""Tate"" Armstrong",M,20.0,190.0,77.0,United States,USA,1976 Summer,1976.0,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
8142,4491,Zdzisaw Antczak,M,28.0,188.0,82.0,Poland,POL,1976 Summer,1976.0,Summer,Montreal,Handball,Handball Men's Handball,Bronze
11159,6095,Tatyana Borisovna Averina-Barabash,F,25.0,165.0,61.0,Soviet Union,URS,1976 Winter,1976.0,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
7519,4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver
7520,4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,Gold
7521,4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976.0,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Gold
7309,4087,Rolf Siljan Andreassen,M,27.0,190.0,88.0,Norway,NOR,1976 Summer,1976.0,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Silver
7183,4013,Kenkichi Ando,M,26.0,154.0,59.0,Japan,JPN,1976 Summer,1976.0,Summer,Montreal,Weightlifting,Weightlifting Men's Bantamweight,Bronze
